name,city,country,iata,icao,latitude,longitude,altitude,timezone
Decatur County Industrial Air Park,Bainbridge,United States,BGE,KBGE,30.9715004,-84.63739777,141,A
La Romaine Airport,La Romaine,Canada,ZGS,CTT5,50.259701,-60.679401,90,A
Kegaska Airport,Kegaska,Canada,ZKG,CTK6,50.1958007812,-61.2658004761,32,A
Black Tickle Airport,Black Tickle,Canada,YBI,CCE4,53.4693984985,-55.7849998474,57,A
Silver Springs Airport,Silver Springs,United States,\N,KSPZ,39.4029998779297,-119.250999450684,4269,A
Whiteman Airport,Los Angeles,United States,WHP,KWHP,34.2593002319,-118.413002014,1003,A
Madera Municipal Airport,Madera,United States,MAE,KMAE,36.9886016846,-120.111999512,255,A
Trail Airport,Trail,Canada,YZZ,CAD4,49.0555992126,-117.60900116,1427,A
Victoria Airport,Patricia Bay,Canada,\N,CAP5,48.6538920506,-123.450450897,0,A
Old Arctic Bay Airport,Arctic Bay,Canada,YAB,CJX7,73.0058922479,-85.0325489044,100,A
Birchwood Airport,Belmopan,Belize,\N,PABV,61.41650009,-149.5070038,83,U
Grand-Santi Airport,Grand-Santi,French Guiana,GSI,SOGS,4.285833,-54.373056,207,S
Maripasoula Airport,Maripasoula,French Guiana,MPY,SOOA,3.6575,-54.037201,406,S
Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,LDX,SOOM,5.48306,-54.034401,16,S
Kanas Airport,Burqin,China,KJI,ZWKN,48.2223,86.9959,3921,U
Capurganá Airport,Capurgana,Colombia,CPB,SKCA,8.63333,-77.35,49,S
Sohag International Airport,Sohag,Egypt,HMB,HEMK,26.342778,31.742778,310,E
Presidente General Don Oscar D. Gestido International Airport,Rivera,Uruguay,RVY,SURV,-30.9745998382568,-55.4762001037598,712,S
Patos de Minas Airport,Patos de Minas,Brazil,POJ,SNPD,-18.6728000640869,-46.4911994934082,2793,S
Bauru - Arealva Airport,Bauru,Brazil,JTC,SJTC,-22.1668591409,-49.0502866745,1949,S
Ourilândia do Norte Airport,Ourilandia do Norte,Brazil,OIA,SDOW,-6.76310014725,-51.0499000549,901,S
Redenção Airport,Redencao,Brazil,RDC,SNDC,-8.03328990936279,-49.9799003601074,670,S
São Félix do Xingu Airport,Sao Felix do Xingu,Brazil,SXX,SNFX,-6.6413,-51.9523,656,S
Bonito Airport,Bointo,Brazil,BYO,SJDB,-21.247299,-56.452499,1180,S
São Félix do Araguaia Airport,Sao Felix do Araguaia,Brazil,SXO,SWFX,-11.632399559021,-50.6896018981934,650,S
Caçador Airport,Cacador,Brazil,CFC,SBCD,-26.78840065,-50.9398002625,3376,S
Carauari Airport,Carauari,Brazil,CAF,SWCA,-4.87152004241943,-66.8974990844727,355,S
Urucu Airport,Porto Urucu,Brazil,\N,SWUY,-4.88422012329,-65.3554000854,243,S
Eirunepé Airport,Eirunepe,Brazil,ERN,SWEI,-6.63953018188477,-69.8797988891602,412,S
Concórdia Airport,Concordia,Brazil,CCI,SSCK,-27.1805992126465,-52.0527000427246,2461,S
Francisco Beltrão Airport,Francisco Beltrao,Brazil,FBE,SSFB,-26.0592002868652,-53.0634994506836,2100,S
Confresa Airport,Confresa,Brazil,CFO,SJHG,-10.6344003677368,-51.5635986328125,781,S
Apalachicola Regional Airport,Apalachicola,United States,AAF,KAAF,29.72750092,-85.02749634,20,A
Umuarama Airport,Umuarama,Brazil,UMU,SSUM,-23.7987003326416,-53.3138008117676,1558,S
Diamantina Airport,Diamantina,Brazil,DTI,SNDT,-18.232000351,-43.6503982544,4446,S
Fonte Boa Airport,Fonte Boa,Brazil,FBA,SWOB,-2.53260993958,-66.0831985474,207,S
Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,OLC,SDCG,-3.46792950765,-68.9204120636,335,S
Humaitá Airport,Humaita,Brazil,HUW,SWHT,-7.53212022781,-63.072101593,230,S
Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,IRZ,SWTP,-0.3786,-64.9923,223,S
Oriximiná Airport,Oriximina,Brazil,ORX,SNOX,-1.71407997608185,-55.8362007141113,262,S
Hotel Transamérica Airport,Una,Brazil,UNA,SBTC,-15.3551998138,-38.9990005493,20,S
Telfer Airport,Telfer,Australia,TEF,YTEF,-21.7150001525879,122.228996276855,970,N
Gazipaşa Airport,Alanya,Turkey,GZP,LTGP,36.299217,32.300598,86,E
Shank Air Base,Shank,Afghanistan,OAA,OASH,33.9225,69.0772222222,6890,N
Douglas Municipal Airport,Douglas,United States,\N,KDQH,31.4766998291016,-82.8604965209961,257,A
St Lucie County International Airport,Fort Pierce,United States,FPR,KFPR,27.49510002,-80.36830139,24,A
Taunton Municipal King Field,Taunton,United States,\N,KTAN,41.8744010925293,-71.0166015625,43,A
Plymouth Municipal Airport,Plymouth,United States,PYM,KPYM,41.909,-70.728798,148,A
Quonset State Airport,North Kingstown,United States,NCO,KOQU,41.597099304199,-71.412101745605,18,A
Norwood Memorial Airport,Norwood,United States,OWD,KOWD,42.1904983521,-71.1728973389,49,A
Westfield-Barnes Regional Airport,Westfield,United States,BAF,KBAF,42.157799,-72.715599,271,A
Windham Airport,Willimantic,United States,\N,KIJD,41.7439994812012,-72.1802978515625,247,A
Orange County Airport,Montgomery,United States,MGJ,KMGJ,41.50999832,-74.26460266,364,A
Capital City Airport,Harrisburg,United States,HAR,KCXY,40.2170982361,-76.8515014648,347,A
Marshfield Municipal George Harlow Field,Marshfield,United States,\N,KGHG,42.0983009338379,-70.6722030639648,11,A
Danbury Municipal Airport,Danbury,United States,DXR,KDXR,41.3714981079,-73.4822006226,458,A
Boire Field,Nashua,United States,ASH,KASH,42.7817001343,-71.5148010254,199,A
Lawrence Municipal Airport,Lawrence,United States,LWM,KLWM,42.7172012329,-71.1233978271,148,A
Waterbury Oxford Airport,Oxford,United States,OXC,KOXC,41.47859954834,-73.135200500488,726,A
Fitchburg Municipal Airport,Fitchburg,United States,\N,KFIT,42.5541000366211,-71.7590026855469,348,A
Earl L. Small Jr. Field/Stockmar Airport,Villa Rica,United States,\N,20GA,33.7565002441,-84.8846969604,1110,A
Cartersville Airport,Cartersville,United States,\N,KVPC,34.1231002807617,-84.8487014770508,759,A
Centre-Piedmont-Cherokee County Regional Airport,Centre,United States,\N,KPYP,34.089977,-85.610069,596,A
Richard B Russell Airport,Rome,United States,RMG,KRMG,34.3506011963,-85.1579971313,644,A
Northeast Alabama Regional Airport,Gadsden,United States,GAD,KGAD,33.972599,-86.088996,569,A
Knoxville Downtown Island Airport,Knoxville,United States,\N,KDKX,35.9639015197754,-83.8739013671875,833,A
Barrow County Airport,Winder,United States,WDR,KWDR,33.98289871,-83.66739655,943,A
Plantation Airpark,Sylvania,United States,\N,KJYL,32.6453018188477,-81.5970993041992,188,A
Dalton Municipal Airport,Dalton,United States,DNN,KDNN,34.72290039,-84.87020111,709,A
West Georgia Regional O V Gray Field,Carrollton,United States,\N,KCTJ,33.6310005187988,-85.1520004272461,1161,A
LaGrange Callaway Airport,LaGrange,United States,LGC,KLGC,33.0089,-85.072601,693,A
Baldwin County Regional Airport,Milledgeville,United States,\N,KMLJ,33.154202,-83.240701,385,A
Harris County Airport,Pine Mountain,United States,PIM,KPIM,32.8406982422,-84.8824005127,902,A
Peachtree City Falcon Field,Atlanta,United States,\N,KFFC,33.3572998046875,-84.5718002319336,808,A
Lee Gilmer Memorial Airport,Gainesville,United States,GVL,KGVL,34.27259827,-83.8302002,1276,A
Harry Clever Field,New Philadelpha,United States,PHD,KPHD,40.470901489258,-81.419700622559,894,A
Darlington County Airport,Darlington,United States,\N,KUDG,34.449401,-79.890098,192,A
Hilton Head Airport,Hilton Head Island,United States,HHH,KHXD,32.2243995667,-80.6975021362,19,A
Daniel Field,Augusta,United States,DNL,KDNL,33.4664993286,-82.0393981934,423,A
Foothills Regional Airport,Morganton,United States,MRN,KMRN,35.820202,-81.611397,1270,A
Pike County-Hatcher Field,Pikeville,United States,PVL,KPBX,37.5617981,-82.56639862,1473,A
Mallards Landing Airport,Locust Grove,United States,\N,GA04,33.3656997680664,-84.1651992797852,837,A
Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,TOC,KTOC,34.59379959,-83.29579926,996,A
Compton Abbas Aerodrome,Shaftesbury,United Kingdom,\N,EGHA,50.9672012329102,-2.15360999107361,811,U
Suprunovka Airport,Poltava,Ukraine,PLV,UKHP,49.5685997009277,34.3972015380859,505,U
Aweil Airport,Aweil,Sudan,\N,HSAW,8.76700019836426,27.3999996185303,1394,U
Wau Airport,Wau,Sudan,WUU,HSWW,7.72583007812,27.9750003815,1529,U
Humera Airport,Humera,Ethiopia,HUE,HAHU,14.25,36.5830001831055,1930,U
Moyale Airport,Moyale,Kenya,OYL,HKMY,3.46972,39.101398,2790,U
Zagora Airport,Zagora,Morocco,OZG,GMAZ,30.3202991486,-5.86667013168,2631,U
Yengema Airport,Yengema,Sierra Leone,WYE,GFYE,8.61046981811523,-11.0453996658325,1300,U
Gbangbatok Airport,Gbangbatok,Sierra Leone,GBK,GFGK,7.76700019836426,-12.3830003738403,75,U
Turukhansk Airport,Turukhansk,Russia,THX,UOTT,65.797203064,87.9353027344,128,N
Podkamennaya Tunguska Airport,Bor,Russia,TGP,UNIP,61.589699,89.994003,213,N
Fort Worth Alliance Airport,Fort Worth,United States,AFW,KAFW,32.9875984192,-97.3188018799,722,A
East Troy Municipal Airport,East Troy,United States,\N,K57C,42.7971992492676,-88.3725967407227,860,A
Kolpashevo Airport,Kolpashevo,Russia,\N,UNLL,58.3252983093262,82.932502746582,243,N
Ali Al Salem Air Base,Kuwait,Kuwait,\N,OKAS,29.346700668335,47.5208015441895,472,A
Renmark Airport,Renmark,Australia,RMK,YREN,-34.1963996887207,140.67399597168,115,O
Leigh Creek Airport,Leigh Creek,Australia,LGH,YLEC,-30.5983009338379,138.425994873047,856,O
Warburton Airport,Warburton Community,Australia,\N,YWBR,-26.1282997131348,126.583000183105,1500,O
Cunderdin Airport,Cunderdin,Australia,\N,YCUN,-31.622200012207,117.217002868652,705,O
Rottnest Island Airport,Rottnest Island,Australia,RTS,YRTI,-32.006699,115.540001,12,O
Forrest Airport,Forrest,Australia,FOS,YFRT,-30.8381004333496,128.115005493164,511,O
Ballarat Airport,Ballarat,Australia,\N,YBLT,-37.5116996765137,143.791000366211,1433,O
Keewaywin Airport,Keewaywin,Canada,KEW,CPV8,52.9911003113,-92.8364028931,988,A
Marathon Airport,Marathon,Canada,YSP,CYSP,48.755298614502,-86.3443984985352,1035,A
Hearst René Fontaine Municipal Airport,Hearst,Canada,YHF,CYHF,49.7141990661621,-83.6860961914062,827,A
Hornepayne Municipal Airport,Hornepayne,Canada,YHN,CYHN,49.1930999755859,-84.758903503418,1099,A
Kirkland Lake Airport,Kirkland Lake,Canada,YKX,CYKX,48.2103004455566,-79.9813995361328,1157,A
Manitouwadge Airport,Manitouwadge,Canada,YMG,CYMG,49.0839004516602,-85.8606033325195,1198,A
Wawa Airport,Wawa,Canada,YXZ,CYXZ,47.9667015075684,-84.7866973876953,942,A
Manitoulin East Municipal Airport,Manitowaning,Canada,YEM,CYEM,45.8428001403809,-81.8581008911133,869,A
Slate Falls Airport,Slate Falls,Canada,\N,CKD9,51.1300010681152,-91.6656036376953,1355,A
Collingwood Airport,Collingwood,Canada,\N,CNY3,44.4491996765,-80.1583023071,730,A
Brantford Municipal Airport,Brantford,Canada,\N,CYFD,43.1314010620117,-80.3424987792969,815,A
Lawrence Municipal Airport,Lawrence,United States,LWC,KLWC,39.01119995,-95.21659851,833,A
Wellington Municipal Airport,Wellington,United States,\N,KEGT,37.323600769043,-97.388298034668,1277,A
Pompano Beach Airpark,Pompano Beach,United States,PPM,KPMP,26.247100830078,-80.111099243164,19,A
Mallacoota Airport,Mallacoota,Australia,XMC,YMCO,-37.5983009338379,149.720001220703,31,U
Majeed Bin Abdulaziz Airport,Al-Ula,Saudi Arabia,ULH,OEAO,26.48,38.1288888889,2050,N
Shelby County Airport,Alabaster,United States,\N,KEET,33.17699814,-86.78279877,586,A
Yuendumu Airport,Yuendumu ,Australia,YUE,YYND,-22.2541999816895,131.781997680664,2205,O
Sky Ranch At Carefree Airport,Carefree,United States,\N,18AZ,33.8180999755859,-111.898002624512,2568,N
Lombok International Airport,Praya,Indonesia,LOP,WADL,-8.757322,116.276675,319,N
One Hundred Mile House Airport,One Hundred Mile House,Canada,\N,CAV3,51.6425018310547,-121.306999206543,3055,A
South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canada,ZMH,CZML,51.7360992432,-121.333000183,3126,A
Glasgow City Heliport,Glasgow,United Kingdom,\N,EGEG,55.8613891601563,-4.29694414138794,0,E
Yarram Airport,Yarram,Australia,\N,YYRM,-38.5666999816895,146.755004882813,15,O
Handan Airport,Handan,China,HDG,ZBHD,36.5258333333,114.425555556,229,N
Indianapolis Metropolitan Airport,Indianapolis,United States,\N,KUMP,39.93519974,-86.04499817,811,A
London-Corbin Airport/Magee Field,London,United States,LOZ,KLOZ,37.0821990967,-84.0848999023,1212,A
Simmons Army Air Field,Fredericksburg,United States,FBG,KFBG,35.13180161,-78.93669891,244,A
Modlin Airport,Warsaw,Poland,WMI,EPMO,52.451099,20.6518,341,E
Jixi Xingkaihu Airport,Jixi,China,JXA,ZYJX,45.293,131.193,760,N
Jeongseok Airport,Seogwipo,South Korea,JDG,RKPD,33.3996009827,126.711997986,1171,U
Gimli Industrial Park Airport,Gimli,Canada,YGM,CYGM,50.628101348877,-97.0432968139648,753,A
Matheson Island Airport,Matheson Island,Canada,\N,CJT2,51.7322006225586,-96.9344024658203,725,A
Tura Mountain Airport,Tura,Russia,\N,UNIT,64.333511352539,100.4328918457,2044,N
Beloyarskiy Airport,Beloyarsky,Russia,EYK,USHY,63.686901,66.698601,82,N
John H Batten Airport,Racine,United States,RAC,KRAC,42.7606010437,-87.8152008057,674,A
Cesar Lim Rodriguez Airport,Taytay,Philippines,RZP,RPSD,10.81874,119.507697,80,U
Gera-Leumnitz Airfield,Gera,Germany,\N,EDAJ,50.881668,12.135833,1014,E
Kasimovo Airfield,Saint-Petersburg,Russia,\N,XLLN,60.198299,30.334999,230,N
Terlet Glider Field,Arnhem,Netherlands,\N,EHTL,52.057201,5.92444,276,E
Shigatse Air Base,Shigatse,China,RKZ,ZURK,29.3519,89.311401,3782,N
Redlands Municipal Airport,Redlands,United States,\N,KREI,34.0853004455566,-117.146003723145,1571,A
Flabob Airport,Riverside,United States,\N,KRIR,33.9897003173828,-117.411003112793,764,A
Tacoma Narrows Airport,Tacoma,United States,TIW,KTIW,47.26789856,-122.5780029,294,A
Oerlinghausen Airport,TELGTE,Germany,\N,EDLO,51.9322204589844,8.66166687011719,558,E
Jack Edwards Airport,Gulf Shores,United States,GUF,KJKA,30.29050064,-87.67179871,17,A
General Villamil Airport,Isabela,Ecuador,IBB,SEII,-0.942628026009,-90.9530029297,35,N
Balzers Heliport,Balzers,Switzerland,\N,LSXB,47.0681,9.48111,1585,E
Flugplatz Punitz,Punitz-Guessing,Austria,\N,LOGG,47.14653,16.316843,950,E
Khmelnytskyi Airport,Khmeinitskiy,Ukraine,HMJ,UKLH,49.359699,26.933399,1150,E
Hiroshimanishi Airport,Hiroshima,Japan,HIW,RJBH,34.3669013977051,132.414001464844,15,N
Yalata Mission Airport,Yalata,Australia,KYI,YYTA,-31.4706001281738,131.824996948242,0,O
Hazleton Municipal Airport,Hazleton,United States,HZL,KHZL,40.9868011475,-75.9949035645,1603,A
Greater Cumberland Regional Airport,Cumberland,United States,CBE,KCBE,39.615398407,-78.7609024048,775,A
Sugar Loaf Shores Airport,Key West,United States,\N,7FA1,24.6487998962402,-81.5798034667969,4,A
Wyndham Airport,Wyndham,Australia,WYN,YWYM,-15.5114002227783,128.15299987793,14,U
Bob Quinn Lake Airport,Bob Quinn Lake,Canada,YBO,CBW4,56.9667015076,-130.25,2000,U
Msembe Airport,Msembe,Tanzania,\N,HTMR,-7.684811,34.922282,2500,U
Grabtsevo Airport,Kaluga,Russia,KLF,UUBC,54.5499992371,36.3666687012,656,N
Tri-County Regional Airport,Lone Rock,United States,LNR,KLNR,43.2117004395,-90.181602478,717,A
Price County Airport,Phillips,United States,\N,KPBH,45.7089996337891,-90.4024963378906,1497,A
Monroe Municipal Airport,Monroe,United States,\N,KEFT,42.6148986816406,-89.5904006958008,1086,A
Joliet Regional Airport,Joliet,United States,JOT,KJOT,41.51779938,-88.17549896,582,A
Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,VYS,KVYS,41.351898,-89.153099,654,A
Jackson County Reynolds Field,Jackson,United States,JXN,KJXN,42.2597999573,-84.4593963623,1001,A
Fuerstenwalde Airport,Furstenwalde,Germany,\N,EDAL,52.3905982971,14.0972003937,184,E
Eberswalde-Finow Airport,Eberswalde,Germany,\N,EDAV,52.827220916748,13.6936111450195,121,E
Joseph A. Hardy Connellsville Airport,Connellsville,United States,\N,KVVS,39.95920181,-79.65709686,1267,A
Bedford County Airport,Bedford,United States,\N,KHMZ,40.08530045,-78.5121994,1162,A
Wings Field,Philadelphia,United States,BBX,KLOM,40.1375007629,-75.2650985718,302,A
Okeechobee County Airport,Okeechobee,United States,OBE,KOBE,27.2628002167,-80.8498001099,34,A
Sebring Regional Airport,Sebring,United States,SEF,KSEF,27.45639992,-81.3423996,62,A
Avon Park Executive Airport,Avon Park,United States,AVO,KAVO,27.59119987,-81.52780151,160,A
Winter Haven Regional Airport - Gilbert Field,Winter Haven,United States,GIF,KGIF,28.062901,-81.753304,145,A
Zephyrhills Municipal Airport,Zephyrhills,United States,ZPH,KZPH,28.2282009125,-82.1558990479,90,A
Ocala International Airport - Jim Taylor Field,Ocala,United States,OCF,KOCF,29.17259979,-82.22419739,90,A
Jesup Wayne County Airport,Jesup,United States,\N,KJES,31.55400085,-81.88249969,107,A
Madison Municipal Airport,Madison,United States,\N,K52A,33.6120986938,-83.4604034424,694,A
Newnan Coweta County Airport,Newnan,United States,\N,KCCO,33.3115997314453,-84.7697982788086,970,A
Thomson-McDuffie County Airport,Thomson,United States,\N,KHQU,33.52970123,-82.51650238,501,A
Aiken Regional Airport,Aiken,United States,AIK,KAIK,33.649399,-81.684998,528,A
Woodward Field,Camden,United States,CDN,KCDN,34.2835998535,-80.5649032593,302,A
Lumberton Regional Airport,Lumberton,United States,LBT,KLBT,34.6099014282,-79.0594024658,126,A
Moore County Airport,Pinehurst-Southern Pines,United States,SOP,KSOP,35.23740005,-79.3911972,455,A
Richmond County Airport,Rockingham,United States,\N,KRCZ,34.8913,-79.759598,358,A
Baraboo Wisconsin Dells Airport,Baraboo,United States,\N,KDLL,43.52270126,-89.77020264,979,A
Statesville Regional Airport,Statesville,United States,SVH,KSVH,35.765300750732,-80.953903198242,968,A
Burlington Municipal Airport,Burlington,United States,\N,KBUU,42.6907005310059,-88.3046035766602,779,A
William T. Piper Memorial Airport,Lock Haven,United States,LHV,KLHV,41.13560104,-77.42230225,556,A
Zelienople Municipal Airport,Zelienople,United States,\N,KPJC,40.80160141,-80.16069794,898,A
Lorain County Regional Airport,Lorain-Elyria,United States,\N,KLPR,41.34429932,-82.17759705,793,A
Burke Lakefront Airport,Cleveland,United States,BKL,KBKL,41.5175018310547,-81.6832962036133,583,A
Chautauqua County-Dunkirk Airport,Dunkirk,United States,DKK,KDKK,42.49330139,-79.27200317,693,A
South Jersey Regional Airport,Mount Holly,United States,LLY,KVAY,39.9429016113,-74.845703125,53,A
Linden Airport,Linden,United States,LDJ,KLDJ,40.617401123,-74.2445983887,23,A
Tri State Steuben County Airport,Angola,United States,ANQ,KANQ,41.639702,-85.083504,995,A
Warsaw Municipal Airport,Warsaw,United States,\N,KASW,41.2747001647949,-85.8401031494141,850,A
Van Wert County Airport,Van Wert,United States,\N,KVNW,40.8647003173828,-84.6093978881836,785,A
Brooks Field,Marshall,United States,\N,KRMY,42.2512016296387,-84.9554977416992,941,A
Genesee County Airport,Batavia,United States,\N,KGVQ,43.03170013,-78.16760254,914,A
Clearwater Air Park,Clearwater,United States,CLW,KCLW,27.9766998291,-82.7586975098,71,A
Orlampa Inc Airport,Forties Alpha,United Kingdom,\N,FA08,28.1669998169,-81.8080978394,139,U
Chicago Meigs Airport,Chicago,United States,CGX,KCGX,41.8587989807129,-87.6079025268555,593,A
Pickens County Airport,Jasper,United States,\N,KJZP,34.4533996582031,-84.4573974609375,1535,A
Saarmund Airport,Saarmund,Germany,\N,EDCS,52.3083343505859,13.1005563735962,174,E
Grand Strand Airport,North Myrtle Beach,United States,CRE,KCRE,33.8116989136,-78.7238998413,32,A
Lansing Municipal Airport,Lansing,United States,\N,KIGQ,41.5349006652832,-87.5295028686523,620,A
Ramona Airport,Ramona,United States,\N,KRNM,33.0392,-116.915001,1395,A
Pont Sur Yonne Airfield,Pont Sur Yonne,France,\N,LFGO,48.289172,3.247912,236,E
St Florentin Cheu Airfield,St Florentin Cheu,France,\N,LFGP,47.98019,3.775583,351,E
Saulieu Liernais Airfield,Saulieu,France,\N,LFEW,47.239399,4.26583,1722,E
Olten Airport,Olten,Switzerland,\N,LSPO,47.3443984985352,7.88944005966187,0,E
Buochs Airport,Buochs,Switzerland,BXO,LSZC,46.974444,8.396944,1475,E
Ambri Airport,Quinto,Switzerland,\N,LSPM,46.512501,8.68978,3241,E
Lodrino Air Base,Lodrino,Switzerland,\N,LSML,46.2958984375,8.99213027954102,0,E
Roudnice Airport,Roudnice nad Lebem,Czech Republic,\N,LKRO,50.41059875,14.2261,732,E
Usti Nad Labem Airfield,Usti Nad Labem,Czech Republic,\N,LKUL,50.699699,13.9697,791,E
Mauterndorf Airport,Mauterndorf,Austria,\N,LOSM,47.1324996948242,13.6969003677368,3642,E
Nötsch Im Gailtal Airport,Notsch Im Gailtal,Austria,\N,LOKN,46.5811004638672,13.6291999816895,1801,E
Sinsheim Airfield,Karlsruhe,Germany,\N,EDTK,49.2472,8.8938,525,E
Weinheim/Bergstraße Airport,Weinheim,Germany,\N,EDGZ,49.5675010681152,8.61055564880371,318,E
Meaux Esbly Airport,Meaux,France,\N,LFPE,48.9277992248535,2.83527994155884,217,E
Château-Thierry - Belleau Airfield,Chateau-Thierry,France,\N,LFFH,49.0672,3.35694,728,E
Branch County Memorial Airport,Coldwater,United States,\N,KOEB,41.9333992,-85.05259705,959,A
Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,WBW,KWBW,41.2971992493,-75.8511962891,545,A
Willoughby Lost Nation Municipal Airport,Willoughby,United States,LNN,KLNN,41.6839981079,-81.3897018433,626,A
Taoyuan Air Base,Taoyuan,Taiwan,\N,RCGM,25.0566005706787,121.244262695313,144,U
Uummannaq Heliport,Uummannaq,Greenland,UMD,BGUM,70.6804279261,-52.1116304398,50,E
Bayannur Tianjitai Airport,Bayannur,China,RLK,ZBYZ,40.926,107.7428,3400,U
Capital City Airport,Frankfort,United States,FFT,KFFT,38.18249893,-84.90470123,806,A
Auburn Lewiston Municipal Airport,Lewiston,United States,LEW,KLEW,44.048500061,-70.2835006714,288,A
Inowroclaw Military Air Base,Inowroclaw,Poland,\N,EPIR,52.8293991089,18.3306007385,259,E
Pruszcz Gdanski Air Base,Pruszcz Gdansk,Poland,\N,EPPR,54.248001,18.6716,21,E
Bloyer Field,Tomah,United States,\N,KY72,43.97499847,-90.48349762,966,A
Marco Island Executive Airport,Marco Island Airport,United States,MRK,KMKY,25.995001,-81.672501,5,A
Drummond Island Airport,Drummond Island,United States,DRE,KDRM,46.0093002319,-83.7438964844,668,A
Gladwin Zettel Memorial Airport,Gladwin,United States,GDW,KGDW,43.9706001282,-84.4749984741,776,A
South Haven Area Regional Airport,South Haven,United States,\N,KLWA,42.3512001037598,-86.2556991577148,666,A
Marshfield Municipal Airport,Marshfield,United States,MFI,KMFI,44.6369018555,-90.1893005371,1277,A
Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW,KISW,44.3602981567,-89.8389968872,1021,A
Clinton Municipal Airport,Clinton,United States,CWI,KCWI,41.8311004639,-90.3291015625,708,A
Beverly Municipal Airport,Beverly,United States,BVY,KBVY,42.5842018127,-70.9164962769,107,A
Nagaur Airport,Nagaur,India,\N,VI73,27.2082996368408,73.7114028930664,950,U
Ostafyevo International Airport,Moscow,Russia,OSF,UUMO,55.511667,37.507222,568,N
Trois-Rivières Airport,Trois Rivieres,Canada,YRQ,CYRQ,46.3527984619141,-72.6793975830078,199,A
Poplar Bluff Municipal Airport,Poplar Bluff,United States,POF,KPOF,36.773899078369,-90.324897766113,331,A
Somerset Airport,Somerville,United States,\N,KSMQ,40.6259994506836,-74.6701965332031,105,A
Eastport Municipal Airport,Eastport,United States,\N,KEPM,44.910099029541,-67.0127029418945,45,A
Keokuk Municipal Airport,Keokuk,United States,EOK,KEOK,40.4598999023,-91.4284973145,671,A
Perth/Scone Airport,Perth,United Kingdom,PSL,EGPT,56.4392013549805,-3.37222003936768,397,E
Caernarfon Airport,Caernarfon,United Kingdom,\N,EGCK,53.101819,-4.337614,1,E
Grefrath-Niershorst Airport,Grefrath,Germany,\N,EDLF,51.3338890075684,6.35944414138794,105,E
St Paul Downtown Holman Field,St. Paul,United States,STP,KSTP,44.9345016479492,-93.0599975585938,705,A
Söderhamn Airport,Soderhamn,Sweden,SOO,ESNY,61.2615013122559,17.099100112915,88,E
Newcastle Aerodrome,Newcastle,Ireland,\N,EINC,53.0710983276367,-6.04527997970581,1,E
Saravane Airport,Saravane,Laos,VNA,VLSV,15.7094392077,106.410698891,574,U
Segeletz Airport,Segeletz,Germany,\N,EDAI,52.8266677856445,12.5419435501099,141,E
Fuentemilanos Airport,Segovia,Spain,\N,LEFM,40.8886108398,-4.23750019073,3307,E
Akeno Airport,Akeno,Japan,\N,RJOE,34.5332984924316,136.671997070313,20,U
Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,\N,UHPK,56.2386016845703,162.688003540039,200,N
Oconomowoc Airport,Oconomowoc,United States,\N,0WI8,43.1389007568359,-88.472297668457,885,A
Kozyrevsk Airport,Kozyrevsk,Russia,\N,UHPO,56.0900001525879,159.876663208008,331,N
Dikson Airport,Dikson,Russia,DKS,UODD,73.5178070068359,80.3796691894531,47,N
Beverley Airport,Mine Site,Australia,\N,YBEE,-30.1867008209229,139.557998657227,116,O
Bantry Aerodrome,Bantry,Ireland,BYT,EIBN,51.6685981750488,-9.48416996002197,7,E
Aliwal North Airport,Aliwal North,South Africa,\N,FAAN,-30.6800003051758,26.7299995422363,4405,U
Alkantpan Copper Airport,Alkantpan,South Africa,\N,FACO,-29.906400680542,22.3166999816895,3589,U
Alldays Airport,Alldays,South Africa,ADY,FAAL,-22.6790008545,29.0555000305,2600,U
Bredasdorp Airport,Barberton,South Africa,\N,FABR,-34.665,20.0628,30,U
Butler Co Regional Airport - Hogan Field,Hamilton,United States,HAO,KHAO,39.3638000488,-84.5220031738,633,A
Bungoma Airport,Bungoma,Kenya,\N,HKBU,0.576207995414734,34.5534515380859,4726,U
Bura East Airport,Bura,Kenya,\N,HKBR,-1.10000002384186,39.9500007629395,345,U
Busia Airport,Busia,Kenya,\N,HKBA,0.457085013389587,34.1302795410156,3989,U
Embu Airport,Embu,Kenya,\N,HKEM,-0.57327,37.49726,4150,U
Garba Tula Airport,Garba Tula,Kenya,\N,HKGT,0.533333,38.516667,2000,U
Garissa Airport,Garissa,Kenya,GAS,HKGA,-0.463508009910584,39.6483001708984,475,U
Hola Airport,Hola,Kenya,HOA,HKHO,-1.52199995517731,40.0040016174316,195,U
Homa Bay Airport,Homa Bay,Kenya,\N,HKHB,-0.600000023841858,34.4669990539551,4280,U
Isiolo Airport,Isiolo,Kenya,\N,HKIS,0.338170945644379,37.5916938781738,3495,U
